City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
94,Pietarsaari,FI,2021-04-07 17:20:25,63.65,22.6833,39.2,45,0,4.61
95,Necochea,AR,2021-04-07 17:20:25,-38.5473,-58.7368,87.01,52,27,18.99
96,Sikonge,TZ,2021-04-07 17:20:25,-5.6333,32.7667,77.0,69,20,5.75
97,Linguere,SN,2021-04-07 17:20:26,15.3953,-15.1193,108.25,5,1,9.66
98,Qaanaaq,GL,2021-04-07 17:20:26,77.484,-69.3632,2.86,73,41,9.89
99,San Patricio,US,2021-04-07 17:20:26,28.017,-97.5169,80.01,78,90,16.11
100,San Cristobal,VE,2021-04-07 17:20:27,7.7669,-72.225,89.6,45,40,18.41
101,Fortuna,US,2021-04-07 17:20:27,40.5982,-124.1573,50.0,87,90,8.05
102,Vao,NC,2021-04-07 17:20:27,-22.6667,167.4833,75.42,69,25,13.15
103,Nishihara,JP,2021-04-07 17:20:28,26.1842,127.7558,68.0,72,20,5.75
104,Kamenka,RU,2021-04-07 17:20:28,51.3223,42.7678,48.0,85,87,13.0
105,Chuy,UY,2021-04-07 17:20:28,-33.6971,-53.4616,79.59,57,2,13.56
106,Iztapa,GT,2021-04-07 17:20:29,13.9333,-90.7075,93.2,43,90,11.5
107,Vardo,NO,2021-04-07 17:20:29,70.3705,31.1107,35.6,75,20,17.27
108,Marsh Harbour,BS,2021-04-07 17:20:29,26.5412,-77.0636,70.3,46,33,7.23
109,Guarapari,BR,2021-04-07 17:20:30,-20.6667,-40.4975,78.01,88,90,9.22
110,Noumea,NC,2021-04-07 17:16:07,-22.2763,166.4572,71.6,83,90,7.94
111,Mujiayingzi,CN,2021-04-07 17:20:30,42.1167,118.7833,42.26,22,1,5.03
112,Svetlogorsk,BY,2021-04-07 17:20:31,52.6333,29.7333,36.36,72,100,5.21
113,Hilo,US,2021-04-07 17:20:31,19.7297,-155.09,66.2,82,75,3.44
114,Mahanoro,MG,2021-04-07 17:20:32,-19.9,48.8,74.57,89,100,6.17
115,Sechura,PE,2021-04-07 17:20:32,-5.5569,-80.8222,80.56,60,50,8.28
116,Solenzo,BF,2021-04-07 17:20:32,12.1833,-4.0833,104.41,4,94,9.46
117,Mecca,SA,2021-04-07 17:20:33,21.4267,39.8261,84.67,24,28,4.83
118,Makaha,US,2021-04-07 17:20:33,21.4694,-158.2175,69.01,82,90,3.44
119,Doha,QA,2021-04-07 17:20:33,25.2867,51.5333,84.2,18,0,6.91
120,Lensk,RU,2021-04-07 17:20:34,60.7253,114.9278,35.02,98,100,7.56
121,Coihaique,CL,2021-04-07 17:17:27,-45.5752,-72.0662,53.6,76,75,3.44
122,Colac,AU,2021-04-07 17:20:35,-38.3333,143.5833,57.0,1,0,1.97
123,Oistins,BB,2021-04-07 17:18:40,13.0667,-59.5333,86.0,51,20,14.97
124,Houma,US,2021-04-07 17:20:35,29.5958,-90.7195,79.0,78,90,13.8
125,Aksay,RU,2021-04-07 17:20:35,47.26,39.87,59.0,72,0,13.42
126,Mangrol,IN,2021-04-07 17:20:36,21.1167,70.1167,80.4,74,0,13.6
127,Wiang Sa,TH,2021-04-07 17:20:36,8.6359,99.3666,78.01,85,97,1.25
128,Egvekinot,RU,2021-04-07 17:20:37,66.3167,-179.1667,-14.17,88,5,9.04
129,Geraldton,AU,2021-04-07 17:20:37,-28.7667,114.6,73.4,83,75,19.57
130,Lebu,CL,2021-04-07 17:20:37,-37.6167,-73.65,61.34,71,0,7.76
131,Pevek,RU,2021-04-07 17:20:38,69.7008,170.3133,-27.71,99,99,4.21
132,Mandurah,AU,2021-04-07 17:20:38,-32.55,115.7,69.01,81,82,6.24
133,Okato,NZ,2021-04-07 17:20:39,-39.2,173.8833,55.99,85,80,4.0
134,Hithadhoo,MV,2021-04-07 17:20:39,-0.6,73.0833,82.87,66,96,8.1
135,Clyde River,CA,2021-04-07 17:20:39,70.4692,-68.5914,6.8,92,75,8.05
136,Kabo,CF,2021-04-07 17:20:40,7.6994,18.629,95.81,20,100,1.95
137,Zyryanka,RU,2021-04-07 17:20:40,65.75,150.85,-20.47,100,35,5.12
138,Atambua,ID,2021-04-07 17:20:40,-9.1061,124.8925,72.88,87,21,2.71
139,Airai,TL,2021-04-07 17:20:41,-8.9266,125.4092,59.59,92,31,0.6
140,Provideniya,RU,2021-04-07 17:20:41,64.3833,-173.3,-1.93,97,100,11.27
141,Mildura,AU,2021-04-07 17:20:42,-34.2,142.15,51.8,58,0,2.71
142,Grindavik,IS,2021-04-07 17:20:42,63.8424,-22.4338,33.8,93,75,18.41
143,Margate,GB,2021-04-07 17:20:42,51.3813,1.3862,43.0,42,63,3.0
144,Bonthe,SL,2021-04-07 17:20:43,7.5264,-12.505,84.7,69,88,8.61
145,Lata,PT,2021-04-07 17:20:43,40.1629,-8.3327,73.0,37,100,1.99
146,Yulara,AU,2021-04-07 17:20:43,-25.2406,130.9889,66.2,42,0,5.75
147,Maun,BW,2021-04-07 17:20:44,-19.9833,23.4167,73.4,100,40,4.61
148,East London,ZA,2021-04-07 17:20:44,-33.0153,27.9116,64.4,88,40,5.75
149,Pacific Grove,US,2021-04-07 17:17:49,36.6177,-121.9166,57.2,67,75,5.75
150,Nyaunglebin,MM,2021-04-07 17:16:20,17.95,96.7333,78.35,71,25,4.03
151,Rio Grande,BR,2021-04-07 17:20:45,-32.035,-52.0986,80.6,69,75,18.41
152,Nyrob,RU,2021-04-07 17:20:45,60.733,56.7202,33.71,99,100,3.65
153,Bilibino,RU,2021-04-07 17:20:46,68.0546,166.4372,-21.86,91,13,4.0
154,Mao,ES,2021-04-07 17:20:46,39.8885,4.2658,50.0,46,0,21.85
155,Saskylakh,RU,2021-04-07 17:20:46,71.9167,114.0833,0.48,97,100,5.21
156,Hasaki,JP,2021-04-07 17:20:47,35.7333,140.8333,52.0,87,75,3.44
157,Skibotn,NO,2021-04-07 17:20:47,69.3913,20.2679,33.8,64,90,5.75
158,Narsaq,GL,2021-04-07 17:20:48,60.9167,-46.05,42.8,61,20,6.91
159,Tecolutla,MX,2021-04-07 17:20:48,20.4833,-97.0167,84.2,61,1,5.84
160,Alofi,NU,2021-04-07 17:20:48,-19.0595,-169.9187,75.2,100,27,3.44
161,Poplar Bluff,US,2021-04-07 17:20:49,36.757,-90.3929,73.4,60,90,17.27
162,Atbasar,KZ,2021-04-07 17:17:01,51.8,68.3333,35.92,99,100,7.78
163,Sitka,US,2021-04-07 17:20:49,57.0531,-135.33,35.6,80,40,1.01
164,Litija,SI,2021-04-07 17:20:50,46.0586,14.8225,42.01,56,91,1.81
165,Eyl,SO,2021-04-07 17:20:50,7.9803,49.8164,79.09,61,6,11.41
166,Trappes,FR,2021-04-07 17:20:51,48.7833,2.0,48.0,39,0,10.36
167,Zhigansk,RU,2021-04-07 17:20:51,66.7697,123.3711,3.85,79,100,19.22
168,Yabrud,SY,2021-04-07 17:20:51,33.9674,36.6574,71.6,26,0,13.8
169,Lompoc,US,2021-04-07 17:20:52,34.6391,-120.4579,53.6,82,23,5.75
170,Nhulunbuy,AU,2021-04-07 17:20:52,-12.2333,136.7667,71.6,88,97,4.32
171,Maragogi,BR,2021-04-07 17:20:52,-9.0122,-35.2225,83.43,60,84,9.78
172,Takoradi,GH,2021-04-07 17:20:53,4.8845,-1.7554,85.05,72,34,10.2
173,Padang,ID,2021-04-07 17:20:53,-0.9492,100.3543,77.0,88,75,2.3
174,Rundu,NA,2021-04-07 17:20:53,-17.9333,19.7667,74.35,46,77,5.08
175,Lucapa,AO,2021-04-07 17:20:54,-8.4192,20.7447,65.7,98,100,1.63
176,Lima,PE,2021-04-07 17:17:44,-12.0432,-77.0282,75.2,69,0,8.05
177,Georgetown,MY,2021-04-07 17:20:54,5.4112,100.3354,80.6,89,20,5.19
178,Nikolskoye,RU,2021-04-07 17:20:55,59.7035,30.7861,42.01,60,0,6.71
179,Jacareacanga,BR,2021-04-07 17:20:55,-6.2222,-57.7528,92.34,47,86,3.44
180,Vila Franca Do Campo,PT,2021-04-07 17:20:56,37.7167,-25.4333,62.6,82,75,19.57
181,Abatskoye,RU,2021-04-07 17:20:56,56.2875,70.4555,30.33,95,28,5.39
182,Silopi,TR,2021-04-07 17:20:56,37.2497,42.4694,64.33,43,99,2.04
183,Visakhapatnam,IN,2021-04-07 17:20:57,17.69,83.2093,82.4,83,40,6.91
184,Deputatskiy,RU,2021-04-07 17:20:57,69.3,139.9,-13.09,94,98,2.57
185,Caiaponia,BR,2021-04-07 17:20:08,-16.9567,-51.8103,81.5,62,98,5.19
186,Victor Harbor,AU,2021-04-07 17:20:58,-35.5667,138.6167,66.0,43,10,5.26
187,Riyadh,SA,2021-04-07 17:16:46,24.6877,46.7219,84.2,17,0,3.44
188,Lewistown,US,2021-04-07 17:16:52,40.5992,-77.5714,72.0,30,1,4.32
189,Honningsvag,NO,2021-04-07 17:20:58,70.9821,25.9704,35.6,75,75,23.02
190,Demba,CD,2021-04-07 17:20:59,-5.51,22.2667,70.21,89,100,2.3
191,Bhadrachalam,IN,2021-04-07 17:20:59,17.6667,80.8833,83.59,55,7,9.24
192,Bilma,NE,2021-04-07 17:20:59,18.6853,12.9164,94.39,4,0,4.92
193,Panguna,PG,2021-04-07 17:21:00,-6.3164,155.4848,67.64,98,100,1.66
194,Molchanovo,RU,2021-04-07 17:21:00,57.5817,83.7692,32.83,97,100,9.26
195,Xapuri,BR,2021-04-07 17:21:01,-10.6517,-68.5044,91.4,62,75,4.61
196,San Juan Bautista,PE,2021-04-07 17:21:01,-14.0108,-75.7358,73.99,68,0,9.22
197,Te Anau,NZ,2021-04-07 17:21:01,-45.4167,167.7167,44.02,91,6,0.58
198,Sawtell,AU,2021-04-07 17:21:02,-30.3833,153.1,66.2,94,90,12.66
199,San Jeronimo,PE,2021-04-07 17:21:02,-11.9472,-75.2829,59.5,57,74,2.8
200,Tasiilaq,GL,2021-04-07 17:21:02,65.6145,-37.6368,24.8,58,20,3.44
201,Coquimbo,CL,2021-04-07 17:21:03,-29.9533,-71.3436,66.2,68,0,13.8
202,Hervey Bay,AU,2021-04-07 17:21:03,-25.2986,152.8535,68.0,90,1,1.01
203,Talnakh,RU,2021-04-07 17:21:03,69.4865,88.3972,1.92,98,88,1.5
204,Carnarvon,AU,2021-04-07 17:21:04,-24.8667,113.6333,77.0,73,67,17.27
205,Svay Rieng,KH,2021-04-07 17:21:04,11.0879,105.7993,81.63,71,60,12.64
206,Bauchi,NG,2021-04-07 17:21:04,10.5,10.0,97.47,9,78,6.17
207,Touros,BR,2021-04-07 17:21:05,-5.1989,-35.4608,84.2,70,40,12.66
208,Dawson,US,2021-04-07 17:21:05,31.7735,-84.4466,78.8,44,1,6.91
209,Illela,NG,2021-04-07 17:21:05,13.7292,5.2975,104.11,7,7,3.11
210,Qandala,SO,2021-04-07 17:21:06,11.472,49.8728,80.6,63,10,4.23
211,Saint-Georges,GD,2021-04-07 17:21:06,12.0564,-61.7485,77.0,94,90,13.8
212,Dakar,SN,2021-04-07 17:21:07,14.6937,-17.4441,77.0,61,0,16.11
213,Imeni Tsyurupy,RU,2021-04-07 17:21:07,55.4957,38.6506,39.2,93,90,11.18
214,Pangnirtung,CA,2021-04-07 17:21:07,66.1451,-65.7125,30.2,80,90,33.38
215,Zverinogolovskoye,RU,2021-04-07 17:21:08,54.4586,64.8542,35.4,99,100,5.53
216,Richards Bay,ZA,2021-04-07 17:21:08,-28.783,32.0377,74.07,78,98,12.1
217,Brae,GB,2021-04-07 17:21:08,60.3964,-1.353,35.6,64,40,12.66
218,Kahului,US,2021-04-07 17:21:09,20.8947,-156.47,69.8,78,40,18.41
219,Kununurra,AU,2021-04-07 17:18:54,-15.7667,128.7333,73.4,94,40,3.76
220,Cidreira,BR,2021-04-07 17:21:09,-30.1811,-50.2056,76.41,68,0,17.87
221,Bengkulu,ID,2021-04-07 17:21:10,-3.8004,102.2655,75.99,89,70,4.27
222,Barrow,US,2021-04-07 17:21:10,71.2906,-156.7887,-18.4,69,75,11.5
223,Bedesa,ET,2021-04-07 17:21:10,8.9,40.7833,68.38,24,46,4.74
224,Namibe,AO,2021-04-07 17:21:11,-15.1961,12.1522,79.21,84,21,8.55
225,Xining,CN,2021-04-07 17:19:31,36.6167,101.7667,43.05,70,26,2.01
226,Puerto Montt,CL,2021-04-07 17:21:11,-41.4698,-72.9447,62.6,59,90,13.8
227,Grand Gaube,MU,2021-04-07 17:21:12,-20.0064,57.6608,81.0,75,81,5.99
228,Mariental,NA,2021-04-07 17:21:12,-24.6333,17.9667,84.92,21,40,9.8
229,Naze,JP,2021-04-07 17:21:13,28.3667,129.4833,61.77,57,91,9.42
230,Horta,PT,2021-04-07 17:21:13,38.5333,-28.6333,62.6,82,75,20.71
231,Haines Junction,CA,2021-04-07 17:21:13,60.7522,-137.5108,10.4,40,85,1.14
232,Qaqortoq,GL,2021-04-07 17:21:14,60.7167,-46.0333,42.8,61,20,6.91
233,Pundaguitan,PH,2021-04-07 17:21:14,6.3711,126.1689,81.25,77,69,3.83
234,Adrar,MR,2021-04-07 17:21:14,20.5022,-10.0711,96.03,10,10,6.2
235,Bako,ET,2021-04-07 17:21:15,5.7833,36.5667,67.6,69,84,3.71
236,Lovozero,RU,2021-04-07 17:21:15,68.005,35.0117,26.06,89,70,6.2
237,Bathsheba,BB,2021-04-07 17:21:16,13.2167,-59.5167,86.0,51,20,14.97
238,Beringovskiy,RU,2021-04-07 17:21:16,63.05,179.3167,-2.87,95,100,12.95
239,Ancud,CL,2021-04-07 17:21:16,-41.8697,-73.8203,59.0,88,75,11.5
240,Klaksvik,FO,2021-04-07 17:21:17,62.2266,-6.589,30.2,100,40,14.97
241,Aksarka,RU,2021-04-07 17:21:17,66.5606,67.7975,23.02,93,84,5.93
242,Roald,NO,2021-04-07 17:21:17,62.5833,6.1333,33.01,93,75,4.61
243,Yumen,CN,2021-04-07 17:21:18,40.2833,97.2,50.16,34,76,19.39
244,Port Blair,IN,2021-04-07 17:21:18,11.6667,92.75,81.99,68,93,3.02
